,name,xP,bps,creativity,ict_index,influence,opponent_team,threat,total_points,was_home,GW,Shots on target 
6296,Roberto Firmino,4.5,13,25.5,6.4,19,8,19,2,0,,
6365,Che Adams,4.8,41,46.7,14.7,41,15,59,8,1,,
6366,Hal Robson-Kanu,0,0,0,0,0,14,0,0,0,,
6367,Andi Zeqiri,-0.5,0,0,0,0,9,0,0,0,,
6370,Carlos Vinicius Alves Morais,0.5,0,0,0,0,6,0,0,0,,
6378,Christian Benteke,3.7,1,13.8,9.3,15.4,17,64,2,1,,
6418,Charlie Austin,-0.3,2,1.6,1.6,6,14,8,1,0,,
6421,Ashley Barnes,0,2,11.1,1.9,1.2,1,7,1,0,,
6448,Albian Ajeti,0,0,0,0,0,10,0,0,0,,
6460,Danny Ings,3.2,8,24.8,13.2,25.6,15,82,5,1,,
6467,Bobby Decordova-Reid,3.5,32,5.7,8.6,48.8,11,31,9,1,,
6474,Michy Batshuayi,0.5,0,0,0,0,17,0,0,1,,
6492,Harry Kane,7.3,30,14.8,11.3,48.6,6,50,9,0,,
6498,Edinson Cavani,1.8,0,0,0,0,12,0,0,1,,
6509,Florin Andone,0,0,0,0,0,9,0,0,0,,
6518,Fabio Silva,1,3,11.3,5.6,0,2,45,2,1,,
6525,Chris Wood,2.5,-1,11.8,1.4,0,1,4,2,0,,
6540,Connor Wickham,0,0,0,0,0,17,0,0,1,,
6542,Glenn Murray,0,0,0,0,0,9,0,0,0,,
6554,Mbwana Samatta,0,0,0,0,0,20,0,0,0,,
6560,Lys Mousset,0.4,1,0.1,0.2,0,16,2,1,0,,
6574,Max Thompson,-1,0,0,0,0,1,0,0,0,,
6578,Michael Obafemi,0,0,0,0,0,15,0,0,1,,
6579,Dominic Calvert-Lewin,6,14,1.8,2.8,4.4,5,22,5,1,,
6589,David McGoldrick,0.8,4,13.3,1.9,5.6,16,0,1,0,,
6601,Yoshinori Muto,0,0,0,0,0,18,0,0,1,,
6605,Daniel N'Lundulu,0.5,2,0.1,0.3,0.4,15,2,1,1,,
6606,Aleksandar Mitrović,-1,0,0,0,0,11,0,0,1,,
6608,Anthony Martial,0.7,5,10.4,1.4,3.6,12,0,1,1,,
6622,Jay Rodriguez,1.2,-1,1.1,1.7,0,1,18,1,0,,
6633,Joelinton Cássio Apolinário de Lira,6.5,16,19.5,8.5,26.8,18,39,5,1,,
6639,Ellis Simms,-0.5,0,0,0,0,5,0,0,1,,
6646,Patrick Bamford,4.2,14,2.3,3.4,2.2,19,29,5,1,,
6647,Karlan Grant,1.3,2,1.8,1.3,0,14,12,1,0,,
6649,Callum Robinson,0.7,4,26.4,3,3.8,14,0,1,0,,
6658,Oliver McBurnie,3.2,0,0.2,0,0,16,0,1,0,,
6660,Sergio Agüero,0.5,0,0,0,0,13,0,0,0,,
6679,Jordan Ayew,0.7,0,0,0,0,17,0,0,1,,
6688,Michail Antonio,0.1,0,0,0,0,10,0,0,0,,
6689,Callum Wilson,4.8,-2,14.2,2,0,18,6,1,1,,
6693,Leonardo Campana,0,0,0,0,0,2,0,0,1,,
6696,Keinan Davis,0,0,0,0,0,20,0,0,0,,
6697,Odion Ighalo,-0.5,0,0,0,0,12,0,0,1,,
6705,Olivier Giroud,3,5,8.4,3.4,4,7,22,2,0,,
6712,Rhian Brewster,1,-1,1.5,0.1,0,16,0,1,0,,
6721,Andy Carroll,0.2,0,0,0,0,18,0,0,1,,
6735,Indiana Vassilev,0,0,0,0,0,20,0,0,0,,
6737,Wesley Moraes,0,0,0,0,0,20,0,0,0,,
6738,Sébastien Haller,3.5,-1,2.8,11.5,18.4,10,94,2,0,,
6739,Matej Vydra,-0.5,3,1,2.3,3,1,19,1,0,,
6741,Billy Sharp,0.2,-1,1.3,0.2,0,16,2,1,0,,
6744,Rodrigo Moreno,1.2,4,3.8,6.7,5.2,19,58,2,1,,
6750,Islam Slimani,0.5,0,0,0,0,3,0,0,1,,
6757,Jordan Hugill,0,0,0,0,0,10,0,0,0,,
6758,Alexandre Lacazette,1.8,1,22.1,5.3,7.6,4,23,1,1,,
6764,Tammy Abraham,3.7,4,0.4,0.7,2.2,7,4,1,0,,
6768,Lewis Richardson,-1,0,0,0,0,1,0,0,0,,
6774,Cenk Tosun,-0.3,0,0,0,0,5,0,0,1,,
6779,Divock Origi,2,3,0.3,0.3,0.2,8,2,1,0,,
6793,Dwight Gayle,2.4,30,13.1,10.7,36.8,18,57,8,1,,
6796,Liam Delap,0.5,0,0,0,0,13,0,0,0,,
6806,Aaron Connolly,1.5,0,0,0,0,8,0,0,0,,
6817,Raúl Jiménez,0,0,0,0,0,5,0,0,1,,
6826,Neal Maupay,1.3,0,0,0,0,8,0,0,0,,
6827,Moise Kean,0,0,0,0,0,9,0,0,0,,
6843,Shane Long,-0.1,0,0,0,0,1,0,0,0,,
6850,Jamie Vardy,6.5,4,21.6,7.1,6,7,43,2,1,,
6854,Léo Bonatini,0,0,0,0,0,5,0,0,1,,
6863,Kelechi Iheanacho,1.1,5,10.5,2.2,3.6,7,8,1,1,,
6870,Gabriel Fernando de Jesus,4.1,6,12.8,4.8,7.2,18,28,2,1,,
6875,Kenneth Zohore,0,0,0,0,0,12,0,0,0,,
6890,Richarlison de Andrade,4.1,28,3.1,5.2,39.4,9,9,8,0,,
6892,Danny Welbeck,5.1,2,1,2.6,3.2,8,22,2,0,,
6893,Edward Nketiah,2.1,21,21.8,6.3,24.2,16,17,6,1,,
6895,Timo Werner,3.7,6,15.2,6.7,2,20,50,2,0,,
6900,Ollie Watkins,1.7,-4,11.5,9.9,5.6,4,82,1,1,,
6903,Roberto Firmino,4.7,40,25,17,50.8,17,94,9,1,,
6972,Che Adams,4.3,18,16.1,4.6,19.8,1,10,5,0,,
6973,Hal Robson-Kanu,0,0,0,0,0,12,0,0,0,,
6974,Andi Zeqiri,0.5,0,0,0,0,8,0,0,0,,
6977,Carlos Vinicius Alves Morais,-0.5,0,0,0,0,11,0,0,0,,
6985,Christian Benteke,4,11,12.3,8.8,24.8,19,51,3,0,,
7025,Charlie Austin,-1.1,4,0.3,1,9.4,12,0,1,0,,
7028,Ashley Barnes,0.5,2,10.3,1.6,4,2,2,1,0,,
7055,Albian Ajeti,0,0,0,0,0,6,0,0,1,,
7067,Danny Ings,2.3,5,1.6,0.9,2.2,1,5,1,0,,
7074,Bobby Decordova-Reid,3.9,7,1.9,0.7,5.4,3,0,2,1,,
7081,Michy Batshuayi,0.8,0,0,0,0,19,0,0,0,,
7099,Harry Kane,5.3,0,0.8,0.8,0,11,10,2,0,,
7105,Edinson Cavani,2.8,0,0,0,0,15,0,0,0,,
7116,Florin Andone,0,0,0,0,0,8,0,0,0,,
7125,Fabio Silva,0.7,6,12.8,1.6,1.2,5,2,2,1,,
7132,Chris Wood,2.7,4,1.3,2,1.4,2,17,2,0,,
7147,Connor Wickham,0,0,0,0,0,19,0,0,0,,
7149,Glenn Murray,0,0,0,0,0,8,0,0,0,,
7161,Mbwana Samatta,0,0,0,0,0,4,0,0,1,,
7167,Lys Mousset,0.1,-1,0.7,2.9,4.2,13,24,1,1,,
7181,Max Thompson,-0.5,0,0,0,0,2,0,0,0,,
7185,Michael Obafemi,-0.5,0,0,0,0,1,0,0,0,,
7186,Dominic Calvert-Lewin,5.7,6,1.2,8.1,9.6,9,70,5,0,,
7196,David McGoldrick,2.7,56,28.1,21,84,13,98,13,1,,
7208,Yoshinori Muto,0,0,0,0,0,10,0,0,0,,
7212,Daniel N'Lundulu,-0.1,0,0,0,0,1,0,0,0,,
7213,Aleksandar Mitrović,0.1,3,11.7,1.8,0.2,3,6,1,1,,
7215,Anthony Martial,3.5,39,34.5,16.2,59,15,68,10,0,,
7229,Jay Rodriguez,1.7,4,11.7,1.8,4.8,2,1,2,0,,
7240,Joelinton Cássio Apolinário de Lira,5,8,3.6,1.8,6.4,10,8,2,0,,
7246,Ellis Simms,-0.5,0,0,0,0,9,0,0,0,,
7253,Patrick Bamford,4.6,29,13.1,13.3,42.8,14,77,6,1,,
7254,Karlan Grant,0.3,3,2.2,2.3,2,12,19,2,0,,
7256,Callum Robinson,-0.5,0,0,0,0,12,0,0,0,,
7265,Oliver McBurnie,1.1,0,0,0,0,13,0,0,1,,
7267,Sergio Agüero,1.3,1,0,0.8,0,18,12,1,1,,
7286,Jordan Ayew,1.2,3,0.3,0.1,1,19,0,1,0,,
7295,Michail Antonio,0.1,0,0,0,0,6,0,0,1,,
7296,Callum Wilson,4.5,10,34.7,9.7,26.4,10,36,5,0,,
7300,Leonardo Campana,-0.5,0,0,0,0,5,0,0,1,,
7303,Keinan Davis,0.5,3,1.4,0.4,0.2,4,2,1,1,,
7304,Odion Ighalo,0.5,0,0,0,0,15,0,0,0,,
7312,Olivier Giroud,3.7,22,11.3,7.9,29.4,20,38,6,0,,
7319,Rhian Brewster,0.5,4,11.3,2.4,2.6,13,10,1,1,,
7328,Andy Carroll,0.2,0,0,0,0,10,0,0,0,,
7342,Indiana Vassilev,0,0,0,0,0,4,0,0,1,,
7344,Wesley Moraes,0,0,0,0,0,4,0,0,1,,
7345,Sébastien Haller,4.2,31,4.1,6.9,35.4,6,29,7,1,,
7346,Matej Vydra,0.1,3,0,0,0,2,0,1,0,,
7348,Billy Sharp,-0.3,0,0,0,0,13,0,0,1,,
7351,Rodrigo Moreno,3.4,45,35.6,15.2,44.6,14,72,12,1,,
7357,Islam Slimani,0.5,0,0,0,0,7,0,0,1,,
7364,Jordan Hugill,0,0,0,0,0,6,0,0,1,,
7365,Alexandre Lacazette,1.1,0,0,0,0,16,0,0,1,,
7371,Tammy Abraham,3.3,2,0.3,0,0,20,0,1,0,,
7375,Lewis Richardson,-0.5,0,0,0,0,2,0,0,0,,
7381,Cenk Tosun,-0.3,0,0,0,0,9,0,0,0,,
7386,Divock Origi,0.9,0,0,0,0,17,0,0,1,,
7400,Dwight Gayle,2.2,3,1.2,0.1,0,10,0,1,0,,
7403,Liam Delap,1.5,0,0,0,0,18,0,0,1,,
7413,Aaron Connolly,1.4,-1,12,4.8,2,15,34,2,1,,
7424,Raúl Jiménez,0,0,0,0,0,4,0,0,0,,
7433,Neal Maupay,0.8,1,12.1,7.2,1.8,15,58,2,1,,
7434,Moise Kean,0,0,0,0,0,1,0,0,1,,
7450,Shane Long,-0.7,0,0,0,0,12,0,0,1,,
7457,Jamie Vardy,7,44,21.4,17.6,45.6,17,109,12,0,,
7461,Léo Bonatini,0,0,0,0,0,4,0,0,0,,
7470,Kelechi Iheanacho,0.7,0,0.8,0.3,0.2,17,2,1,0,,
7477,Gabriel Fernando de Jesus,3.2,0,0,0,0,16,0,0,0,,
7482,Kenneth Zohore,0,0,0,0,0,2,0,0,1,,
7497,Richarlison de Andrade,3.7,4,3.3,1.3,3.6,1,6,2,1,,
7499,Danny Welbeck,4.4,24,0,8.7,34,15,53,8,1,,
7500,Edward Nketiah,2.2,3,0.3,2.7,0,7,27,2,0,,
7502,Timo Werner,3.7,7,13.3,9.7,23.6,19,60,5,1,,
7507,Ollie Watkins,1.7,0,4.6,3.9,5.6,18,29,2,0,,
7510,Roberto Firmino,7.2,65,11.8,13.3,87,6,34,16,0,,
7579,Che Adams,3.3,-1,11.8,4.7,2,12,33,2,1,,
7580,Hal Robson-Kanu,-0.1,0,0,0,0,2,0,0,1,,
7581,Andi Zeqiri,0.2,3,4.3,1.8,0,15,14,1,1,,
7584,Carlos Vinicius Alves Morais,0,0,0,0,0,9,0,0,1,,
7592,Christian Benteke,0,0,0,0,0,11,0,0,1,,
7632,Charlie Austin,0.1,3,0.1,0.2,0,2,2,1,1,,
7635,Ashley Barnes,1.7,30,1,10.8,35.8,20,71,8,1,,
7662,Albian Ajeti,0,0,0,0,0,5,0,0,0,,
7674,Danny Ings,1.5,5,0.8,3.2,9.6,12,22,1,1,,
7681,Bobby Decordova-Reid,2.6,2,2.5,1,1,14,6,2,0,,
7688,Michy Batshuayi,-0.2,1,0.2,0,0,11,0,1,1,,
7707,Harry Kane,5.4,7,8.3,5.5,11.6,9,35,2,1,,
7713,Edinson Cavani,2.9,0,0.4,3.3,8.4,10,24,1,1,,
7725,Florin Andone,0,0,0,0,0,15,0,0,1,,
7734,Fabio Silva,2.5,26,0.1,5.6,31.2,4,25,6,0,,
7741,Chris Wood,3.7,32,14.1,12,47.8,20,58,9,1,,
7756,Connor Wickham,0,0,0,0,0,11,0,0,1,,
7759,Glenn Murray,0,0,0,0,0,15,0,0,1,,
7771,Mbwana Samatta,0,0,0,0,0,18,0,0,0,,
7777,Lys Mousset,0.5,0,0,0,0,3,0,0,0,,
7791,Max Thompson,-0.5,0,0,0,0,20,0,0,1,,
7795,Michael Obafemi,-1,0,0,0,0,12,0,0,1,,
7796,Dominic Calvert-Lewin,5.3,8,1.5,1.8,1.6,1,15,4,1,,
7806,David McGoldrick,3.3,13,12.8,4.6,22,3,11,4,0,,
7818,Yoshinori Muto,0,0,0,0,0,8,0,0,1,,
7822,Daniel N'Lundulu,-0.5,2,0.1,0,0,12,0,1,1,,
7823,Aleksandar Mitrović,0.3,4,3.9,2.5,3.6,14,17,2,0,,
7825,Anthony Martial,5.5,46,51.3,14.2,46,10,45,12,1,,
7839,Jay Rodriguez,1.3,-2,0.8,0,0,20,0,0,1,,
7850,Joelinton Cássio Apolinário de Lira,5.5,6,1,3,4,8,25,2,1,,
7856,Ellis Simms,-0.5,0,0,0,0,1,0,0,1,,
7863,Patrick Bamford,3.7,1,0.5,3.3,3,13,29,2,0,,
7864,Karlan Grant,1.1,2,6.4,1.4,3.2,2,4,1,1,,
7866,Callum Robinson,0.5,3,0,0,0,2,0,1,1,,
7875,Oliver McBurnie,1.1,0,0,0,0,3,0,0,0,,
7877,Sergio Agüero,1.2,0,0,0,0,16,0,0,0,,
7896,Jordan Ayew,0.3,4,4.8,3.3,7.2,11,21,2,1,,
7905,Michail Antonio,-0.1,0,0,0,0,5,0,0,0,,
7906,Callum Wilson,7.3,28,1.3,8.3,45,8,37,9,1,,
7910,Leonardo Campana,0.5,0,0,0,0,4,0,0,0,,
7913,Keinan Davis,0.7,0,0,0,0,18,0,0,0,,
7914,Odion Ighalo,0.5,0,0,0,0,10,0,0,1,,
7922,Olivier Giroud,3.5,0,0,0,0,19,0,0,1,,
7929,Rhian Brewster,1,0,1,0,0,3,0,1,0,,
7938,Andy Carroll,0.5,0,0,0,0,8,0,0,1,,
7952,Indiana Vassilev,0,0,0,0,0,18,0,0,0,,
7954,Wesley Moraes,0,0,0,0,0,18,0,0,0,,
7955,Sébastien Haller,3.3,-4,1.2,1.4,1.2,5,12,2,0,,
7956,Matej Vydra,0,0,0,0,0,20,0,0,1,,
7958,Billy Sharp,0.2,0,0,0,0,3,0,0,0,,
7961,Rodrigo Moreno,2.7,18,57.8,9.5,17.6,13,20,2,0,,
7967,Islam Slimani,0,0,0,0,0,17,0,0,0,,
7975,Jordan Hugill,0,0,0,0,0,5,0,0,0,,
7976,Alexandre Lacazette,1.2,6,10.3,2.6,3.2,7,12,1,0,,
7982,Tammy Abraham,4.1,57,2.2,11.1,71.2,19,38,13,1,,
7986,Lewis Richardson,-0.5,0,0,0,0,20,0,0,1,,
7992,Cenk Tosun,-0.2,3,0,0,0,1,0,1,1,,
7997,Divock Origi,1.3,0,0,0,0,6,0,0,0,,
8011,Dwight Gayle,3,3,2.5,0.3,0.6,8,0,1,1,,
8014,Liam Delap,1,0,0,0,0,16,0,0,0,,
8024,Aaron Connolly,1.2,0,0,0,0,19,0,0,0,,
8035,Raúl Jiménez,0,0,0,0,0,17,0,0,1,,
8044,Neal Maupay,1.8,24,6.2,8.7,36.2,19,45,7,0,,
8045,Moise Kean,0,0,0,0,0,15,0,0,0,,
8061,Shane Long,1,5,3,1.8,5.8,8,9,2,0,,
8068,Jamie Vardy,7.5,10,2.2,3.6,0.4,13,33,5,1,,
8072,Léo Bonatini,0,0,0,0,0,17,0,0,1,,
8081,Kelechi Iheanacho,0.7,0,0,0,0,13,0,0,1,,
8088,Gabriel Fernando de Jesus,0,0,0,0,0,14,0,0,1,,
8093,Kenneth Zohore,0,0,0,0,0,11,0,0,0,,
8108,Richarlison de Andrade,1.6,0,0,0,0,15,0,0,0,,
8110,Danny Welbeck,4,4,21.5,3.3,1.2,19,10,2,0,,
8111,Edward Nketiah,1.7,0,0,0,0,5,0,0,1,,
8113,Timo Werner,2.8,2,12.5,3.6,2.6,1,21,1,0,,
8118,Ollie Watkins,3.2,26,37.9,20.1,23.2,6,140,11,1,,
8121,Roberto Firmino,7,3,10.3,5.9,5.4,18,43,2,1,,
8190,Che Adams,4,5,2.8,1.3,7.8,8,2,2,0,,
8191,Hal Robson-Kanu,0,0,0,0,0,11,0,0,0,,
8192,Andi Zeqiri,0.2,0,0,0,0,19,0,0,0,,
8195,Carlos Vinicius Alves Morais,0.5,0,0,0,0,20,0,0,0,,
8203,Christian Benteke,4,2,13.2,2.9,1.6,2,14,2,0,,
8243,Charlie Austin,-0.8,3,0.1,0.2,2.2,11,0,1,0,,
8246,Ashley Barnes,1.8,-4,4.3,5.9,0.8,10,54,1,0,,
8273,Albian Ajeti,0,0,0,0,0,3,0,0,1,,
8285,Danny Ings,1.5,0,0,0,0,8,0,0,0,,
8292,Bobby Decordova-Reid,3,0,1,0.3,0.2,16,2,1,1,,
8300,Michy Batshuayi,0.6,6,25.2,3.6,6.4,2,4,1,0,,
8319,Harry Kane,5.3,2,3.9,3.6,5.6,20,26,2,0,,
8325,Edinson Cavani,3.5,16,13.5,3.4,18.4,9,2,4,0,,
8337,Florin Andone,0,0,0,0,0,19,0,0,0,,
8346,Fabio Silva,1.8,-1,2.5,3.7,1.2,17,33,2,1,,
8353,Chris Wood,2.7,1,37.3,9,8.8,10,44,2,0,,
8368,Connor Wickham,0,0,0,0,0,2,0,0,0,,
8371,Glenn Murray,0,0,0,0,0,19,0,0,0,,
8383,Mbwana Samatta,0,0,0,0,0,6,0,0,1,,
8389,Lys Mousset,0.5,0,0.8,0.2,0,7,2,1,1,,
8397,Joel Mumbongo,0.6,0,0,0,0,10,0,0,0,,
8404,Max Thompson,-0.5,0,0,0,0,10,0,0,0,,
8409,Michael Obafemi,0.5,0,0,0,0,8,0,0,0,,
8410,Dominic Calvert-Lewin,3.8,-3,16.2,2.9,4.4,15,8,1,0,,
8420,David McGoldrick,3.3,3,1.3,2.4,2.8,7,20,2,1,,
8432,Yoshinori Muto,0,0,0,0,0,12,0,0,0,,
8436,Daniel N'Lundulu,1.2,3,0,0,0,8,0,1,0,,
8437,Aleksandar Mitrović,0.3,2,0.3,0.5,0,16,6,1,1,,
8439,Anthony Martial,4.5,6,15.6,3.5,6.6,9,13,2,0,,
8453,Jay Rodriguez,0.8,2,1,1.3,0,10,13,1,0,,
8464,Joelinton Cássio Apolinário de Lira,1.8,1,1.9,0.9,0.6,12,6,2,0,,
8470,Ellis Simms,0,0,0,0,0,15,0,0,0,,
8477,Patrick Bamford,5.7,30,1.3,6.2,33.2,4,27,8,1,,
8478,Karlan Grant,0.2,2,0.8,3.2,5.2,11,26,2,0,,
8480,Callum Robinson,-0.3,11,16.7,2.3,6.4,11,0,2,0,,
8489,Oliver McBurnie,0.5,1,1.9,1.2,0,7,13,1,1,,
8491,Sergio Agüero,1.3,0,0.1,3.8,3.2,14,35,1,1,,
8510,Jordan Ayew,0.8,0,0,0,0,2,0,0,0,,
8519,Michail Antonio,0.1,0,0,0,0,3,0,0,1,,
8520,Callum Wilson,2.8,0,0,0,0,12,0,0,0,,
8524,Leonardo Campana,-0.5,0,0,0,0,17,0,0,1,,
8527,Keinan Davis,0.2,0,0,0,0,6,0,0,1,,
8528,Odion Ighalo,0,0,0,0,0,9,0,0,0,,
8536,Olivier Giroud,2.5,0,0,0,0,1,0,0,0,,
8543,Rhian Brewster,1.2,10,17.4,2,3,7,0,2,1,,
8552,Andy Carroll,-0.8,2,2.4,0.7,0,12,6,1,0,,
8566,Indiana Vassilev,0,0,0,0,0,6,0,0,1,,
8568,Wesley Moraes,0,0,0,0,0,6,0,0,1,,
8569,Sébastien Haller,2.7,2,12.5,3.7,5.4,3,19,2,1,,
8570,Matej Vydra,0,0,0,0,0,10,0,0,0,,
8572,Billy Sharp,0.2,0,0,0,0,7,0,0,1,,
8575,Rodrigo Moreno,3.7,-5,11,2.6,4.2,4,11,1,1,,
8581,Islam Slimani,0,0,0,0,0,13,0,0,1,,
8589,Jordan Hugill,0,0,0,0,0,3,0,0,1,,
8590,Alexandre Lacazette,2,28,4.9,8.3,37.8,5,40,8,1,,
8596,Tammy Abraham,4,25,2.6,8.3,31,1,49,6,0,,
8600,Lewis Richardson,-0.5,0,0,0,0,10,0,0,0,,
8606,Cenk Tosun,0.3,0,0,0,0,15,0,0,0,,
8611,Divock Origi,1.8,3,0,0,0,18,0,1,1,,
8625,Dwight Gayle,1.8,2,0,0,0,12,0,1,0,,
8628,Liam Delap,1,0,0,0,0,14,0,0,1,,
8637,Aaron Connolly,0.2,0,0,0,0,1,0,0,1,,
8647,Raúl Jiménez,0,0,0,0,0,13,0,0,0,,
8656,Neal Maupay,1.7,3,0.6,0.1,0.2,1,0,1,1,,
8666,Shane Long,0.5,2,1.8,0.3,0,19,2,1,1,,
8672,Jamie Vardy,7.3,3,0.2,0.1,1.2,6,0,1,0,,
8676,Léo Bonatini,0,0,0,0,0,13,0,0,0,,
8685,Kelechi Iheanacho,1,-8,1.8,4.5,1,6,42,0,0,,
8692,Kenneth Zohore,0,0,0,0,0,10,0,0,1,,
8701,Danny Welbeck,2.7,0,0,0,0,1,0,0,1,,
8702,Edward Nketiah,2.2,0,0,0,0,3,0,0,0,,
8703,Timo Werner,3.2,2,2,0.4,0,2,4,1,1,,
8707,Ollie Watkins,3.1,8,28.8,4.5,9.6,5,7,2,0,,
8709,Roberto Firmino,6.5,9,16.7,8.1,15.4,14,49,2,0,,
8764,Che Adams,3.3,0,1.3,4.5,4.2,19,39,1,1,,
8765,Hal Robson-Kanu,0,0,0,0,0,10,0,0,1,,
8766,Andi Zeqiri,-0.3,0,0,0,0,1,0,0,1,,
8775,Christian Benteke,3.2,1,0.9,1.4,3.8,9,9,2,1,,
8807,Charlie Austin,0.2,0,0,0,0,10,0,0,1,,
8810,Ashley Barnes,1.8,-3,2.2,2.3,2.2,15,19,2,1,,
8831,Albian Ajeti,0,0,0,0,0,16,0,0,0,,
8839,Danny Ings,0.7,-1,1.5,0.1,0,19,0,2,1,,
8851,Michy Batshuayi,0,0,0,0,0,9,0,0,1,,
8867,Edinson Cavani,1.8,-4,3,1.5,0,20,15,2,1,,
8876,Florin Andone,0,0,0,0,0,1,0,0,1,,
8883,Fabio Silva,1.8,-1,3.5,0.3,0,13,0,1,0,,
8887,Chris Wood,2.7,1,12.5,3.6,4.4,15,19,2,1,,
8902,Connor Wickham,0,0,0,0,0,9,0,0,1,,
8904,Glenn Murray,0,0,0,0,0,1,0,0,1,,
8914,Mbwana Samatta,0,0,0,0,0,5,0,0,0,,
8918,Lys Mousset,1.3,5,11.5,1.8,2.2,4,4,2,0,,
8925,Joel Mumbongo,-0.5,0,0,0,0,15,0,0,1,,
8930,Max Thompson,-0.5,0,0,0,0,15,0,0,1,,
8935,Michael Obafemi,0,0,0,0,0,19,0,0,1,,
8943,David McGoldrick,4.2,2,6.7,5.6,5.2,4,44,2,0,,
8954,Yoshinori Muto,0,0,0,0,0,11,0,0,1,,
8957,Daniel N'Lundulu,0.5,0,0,0,0,19,0,0,1,,
8959,Anthony Martial,5.2,2,3.9,1.4,1.4,20,9,1,1,,
8972,Jay Rodriguez,0.5,0,0,0,0,15,0,0,1,,
8982,Joelinton Cássio Apolinário de Lira,1.6,10,11.8,3.5,7.2,11,16,2,1,,
8993,Patrick Bamford,6.7,27,11.3,9.7,23.6,18,62,8,0,,
8994,Karlan Grant,1.2,5,1.3,0.5,1.8,10,2,2,1,,
8996,Callum Robinson,0.7,7,1.8,1.4,3.2,10,9,2,1,,
9005,Oliver McBurnie,1.7,0,0,0,0,4,0,0,0,,
9020,Jordan Ayew,0.3,4,0.3,0.1,1,9,0,1,1,,
9029,Michail Antonio,0.1,3,1.8,0.2,0.2,16,0,1,0,,
9030,Callum Wilson,2.4,2,12.9,5.5,0.4,11,42,2,1,,
9034,Leonardo Campana,-0.5,0,0,0,0,13,0,0,0,,
9037,Keinan Davis,-0.1,3,0.3,0.2,0,5,2,1,0,,
9038,Odion Ighalo,0.5,0,0,0,0,20,0,0,1,,
9045,Olivier Giroud,4.2,28,2.1,7.7,38.2,2,37,8,1,,
9051,Rhian Brewster,1.8,5,2.8,5.7,10.8,4,43,2,0,,
9057,Andy Carroll,-0.8,0,0,0,0,11,0,0,1,,
9069,Indiana Vassilev,0,0,0,0,0,5,0,0,0,,
9071,Wesley Moraes,0,0,0,0,0,5,0,0,0,,
9072,Sébastien Haller,2.8,0,11.7,2.1,3.6,16,6,2,0,,
9073,Matej Vydra,-0.1,0,0,0,0,15,0,0,1,,
9075,Billy Sharp,0.7,0,0,0,0,4,0,0,0,,
9079,Rodrigo Moreno,4.8,37,38,10.1,46,18,17,8,0,,
9084,Islam Slimani,0.5,0,0,0,0,6,0,0,0,,
9092,Jordan Hugill,0,0,0,0,0,16,0,0,0,,
9093,Alexandre Lacazette,3.5,30,0.4,5.1,33.6,3,17,7,0,,
9097,Tammy Abraham,4.2,0,0,0,0,2,0,0,1,,
9101,Lewis Richardson,-0.5,0,0,0,0,15,0,0,1,,
9110,Divock Origi,1.3,0,0,0,0,14,0,0,0,,
9119,Dwight Gayle,1.2,0,0,0,0,11,0,0,1,,
9129,Aaron Connolly,1.4,27,0,8.7,37,20,50,5,1,,
9137,Raúl Jiménez,0,0,0,0,0,3,0,0,0,,
9146,Neal Maupay,2.9,30,2.3,7.7,35.8,20,39,7,1,,
9147,Moise Kean,0,0,0,0,0,19,0,0,1,,
9161,Niall Huggins,0.6,0,0,0,0,17,0,0,0,,
9162,Shane Long,-0.6,0,0,0,0,11,0,0,1,,
9167,Jamie Vardy,6.8,17,21.9,5,22,14,6,5,0,,
9171,Léo Bonatini,0,0,0,0,0,3,0,0,0,,
9179,Kelechi Iheanacho,0.8,0,0,0,0,14,0,0,0,,
9186,Gabriel Fernando de Jesus,0,0,0,0,0,5,0,0,0,,
9191,Kenneth Zohore,0,0,0,0,0,1,0,0,1,,
9205,Richarlison de Andrade,2.6,8,20.8,5,9.6,19,20,2,1,,
9207,Danny Welbeck,2,0,0,0,0,20,0,0,1,,
9208,Edward Nketiah,2.5,0,0,0,0,18,0,0,0,,
9209,Timo Werner,1.7,7,4.3,3.9,2.4,12,32,2,1,,
9213,Ollie Watkins,2.8,3,28.3,9.5,7.8,13,59,2,0,,
9216,Roberto Firmino,6.5,8,13.7,4.4,4.6,16,26,2,0,,
9279,Che Adams,1.9,0,0,0,0,11,0,0,1,,
9280,Hal Robson-Kanu,-0.5,0,0,0,0,1,0,0,1,,
9281,Andi Zeqiri,0.3,0,0.8,5,0.4,20,49,1,1,,
9284,Carlos Vinicius Alves Morais,0.5,5,0.1,0.3,3.2,10,0,1,1,,
9292,Christian Benteke,2.2,9,3.3,0.9,0,15,7,4,1,,
9303,Cheikh Diaby,0.1,0,0,0,0,1,0,0,1,,
9330,Charlie Austin,-0.2,-2,1.8,2,2.4,1,16,1,1,,
9355,Albian Ajeti,0,0,0,0,0,7,0,0,0,,
9364,Danny Ings,2.7,39,20.9,9.3,45.6,11,26,9,1,,
9376,Michy Batshuayi,0.3,0,0,0,0,15,0,0,1,,
9393,Harry Kane,5.9,47,17.5,13,56.2,10,56,12,1,,
9399,Edinson Cavani,0,0,0,0,0,2,0,0,1,,
9411,Florin Andone,0,0,0,0,0,20,0,0,1,,
9420,Fabio Silva,2.5,7,11.3,3.3,3.2,3,18,2,0,,
